City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
585,Faya,0,SA,2021-09-20 02:38:24,24,18.3851,42.4509,62.71,7.09
586,Piacabucu,17,BR,2021-09-20 02:38:24,85,-10.4056,-36.4344,73.33,8.41
587,Laureles,40,US,2021-09-20 02:38:25,64,26.1092,-97.4941,84.34,4.0
588,Rio Grande,100,BR,2021-09-20 02:38:25,99,-32.035,-52.0986,66.94,12.12
589,Bonnyville,90,CA,2021-09-20 02:38:26,86,54.2668,-110.735,49.32,8.68
590,Villacarrillo,0,ES,2021-09-20 02:38:26,51,38.1156,-3.0848,61.95,3.2
591,Lewiston,1,US,2021-09-20 02:36:45,96,44.1003,-70.2148,57.22,0.0
592,Aquiraz,68,BR,2021-09-20 02:38:27,79,-3.9014,-38.3911,80.69,11.92
593,Wuwei,29,CN,2021-09-20 02:38:28,17,37.9281,102.6414,75.78,9.6
594,Mogadishu,7,SO,2021-09-20 02:38:28,83,2.0371,45.3438,77.2,17.47
595,Makakilo City,20,US,2021-09-20 02:38:28,54,21.3469,-158.0858,86.32,12.66
596,Saryozek,34,KZ,2021-09-20 02:38:29,30,44.3583,77.9753,59.67,1.97
597,Bilokurakyne,76,UA,2021-09-20 02:38:29,94,49.5341,38.7307,56.52,5.88
598,Cuiluan,100,CN,2021-09-20 02:38:30,45,47.72,128.648,61.12,4.0
599,Berdigestyakh,100,RU,2021-09-20 02:38:30,70,62.0989,126.6992,37.72,8.61
600,San Lazaro,97,BZ,2021-09-20 02:38:30,94,18.0387,-88.6622,75.72,4.12
601,Manjakandriana,100,MG,2021-09-20 02:38:31,97,-18.9167,47.8,53.29,3.89
602,Marystown,100,CA,2021-09-20 02:38:31,85,47.1666,-55.1483,52.66,28.63
603,Harda,96,IN,2021-09-20 02:38:32,87,22.3333,77.1,78.39,4.79
604,Sovetsk,100,RU,2021-09-20 02:38:32,76,55.0839,21.8785,44.26,12.06
605,Orange,1,US,2021-09-20 02:36:37,78,33.7,-117.7675,76.62,1.01
606,Qatana,0,SY,2021-09-20 02:38:33,43,33.4354,36.0815,71.22,2.98
607,Samara,100,RU,2021-09-20 02:38:33,67,53.0,50.0,32.14,6.78
608,Bartica,86,GY,2021-09-20 02:38:33,95,6.4,-58.6167,77.32,2.21
609,Corinto,0,GR,2021-09-20 02:38:34,59,37.9407,22.9573,77.76,5.64
610,Mirnyy,100,RU,2021-09-20 02:38:34,67,62.5353,113.9611,36.72,8.03
